UF,Data,Quantidade
PA,26/04/2021,183
PA,27/04/2021,19328
PA,28/04/2021,22956
PA,29/04/2021,19176
PA,30/04/2021,15667
PA,01/05/2021,6656
PA,02/05/2021,1327
PA,03/05/2021,12138
PA,04/05/2021,1365
PA,05/05/2021,18963
PA,06/05/2021,20639
PA,07/05/2021,18664
PA,08/05/2021,7577
PA,09/05/2021,384
PA,10/05/2021,18403
PA,11/05/2021,22305
PA,12/05/2021,18426
PA,13/05/2021,26453
PA,14/05/2021,23599
PA,15/05/2021,12196
PA,16/05/2021,12832
PA,17/05/2021,1372
PA,18/05/2021,20358
PA,19/05/2021,23853
PA,20/05/2021,26345
PA,21/05/2021,24958
PA,22/05/2021,11206
PA,23/05/2021,281
PA,24/05/2021,25469
PA,25/05/2021,38434
PA,26/05/2021,35474
PA,27/05/2021,35447
PA,28/05/2021,31544
PA,29/05/2021,1783
PA,30/05/2021,1245
PA,31/05/2021,23737
PA,01/06/2021,31071
PA,02/06/2021,34593
PA,03/06/2021,12445
PA,04/06/2021,18284
PA,05/06/2021,5647
PA,06/06/2021,1567
PA,07/06/2021,25267
PA,08/06/2021,22663
PA,09/06/2021,29865
PA,10/06/2021,32029
PA,11/06/2021,31466
PA,12/06/2021,9807
PA,13/06/2021,4109
PA,14/06/2021,35439
PA,15/06/2021,47522
PA,16/06/2021,65959
PA,17/06/2021,61404
PA,18/06/2021,45049
PA,19/06/2021,3963
PA,20/06/2021,30245
PA,21/06/2021,19152
PA,22/06/2021,45923
PA,23/06/2021,16209
PA,24/06/2021,10148
PA,25/06/2021,6034
PB,17/01/2021,2
PB,18/01/2021,21
PB,19/01/2021,2483
PB,20/01/2021,11757
PB,21/01/2021,9558
PB,22/01/2021,3505
PB,23/01/2021,443
PB,24/01/2021,51
PB,25/01/2021,3806
PB,26/01/2021,7078
PB,27/01/2021,6062
PB,28/01/2021,10229
PB,29/01/2021,6074
PB,30/01/2021,440
PB,31/01/2021,11
PB,01/02/2021,57
PB,02/02/2021,4367
PB,03/02/2021,3189
PB,04/02/2021,3105
PB,05/02/2021,2114
PB,06/02/2021,899
PB,07/02/2021,109
PB,08/02/2021,1772
PB,09/02/2021,4797
PB,10/02/2021,7862
PB,11/02/2021,79
PB,12/02/2021,7089
PB,13/02/2021,432
PB,14/02/2021,245
PB,15/02/2021,2853
PB,16/02/2021,6593
PB,17/02/2021,1013
PB,18/02/2021,6262
PB,19/02/2021,5041
PB,20/02/2021,625
PB,21/02/2021,100
PB,22/02/2021,5092
PB,23/02/2021,4678
PB,24/02/2021,4628
PB,25/02/2021,3709
PB,26/02/2021,2579
PB,27/02/2021,2399
PB,28/02/2021,1058
PB,01/03/2021,6883
PB,02/03/2021,11378
PB,03/03/2021,13038
PB,04/03/2021,1246
PB,05/03/2021,13704
PB,06/03/2021,218
PB,07/03/2021,165
PB,08/03/2021,13084
PB,09/03/2021,13504
PB,10/03/2021,16438
PB,11/03/2021,15307
PB,12/03/2021,14132
PB,13/03/2021,4146
PB,14/03/2021,3183
PB,15/03/2021,1178
PB,16/03/2021,10215
PB,17/03/2021,11745
PB,18/03/2021,8359
PB,19/03/2021,10325
PB,20/03/2021,6306
PB,21/03/2021,5226
PB,22/03/2021,24754
PB,23/03/2021,39854
PB,24/03/2021,28831
PB,25/03/2021,24459
PB,26/03/2021,20224
PB,27/03/2021,20395
PB,28/03/2021,8803
PB,29/03/2021,2391
PB,30/03/2021,23174
PB,31/03/2021,16689
PB,01/04/2021,4737
PB,02/04/2021,1405
PB,03/04/2021,20429
PB,04/04/2021,4836
PB,05/04/2021,16578
PB,06/04/2021,2669
PB,07/04/2021,25371
PB,08/04/2021,22961
PB,09/04/2021,17129
PB,10/04/2021,10522
PB,11/04/2021,372
PB,12/04/2021,16787
PB,13/04/2021,16649
PB,14/04/2021,13606
PB,15/04/2021,8534
PB,16/04/2021,11327
PB,17/04/2021,9686
PB,18/04/2021,1328
PB,19/04/2021,24234
PB,20/04/2021,3075
PB,21/04/2021,11454
PB,22/04/2021,22018
PB,23/04/2021,15403
PB,24/04/2021,9645
PB,25/04/2021,22482
PB,26/04/2021,20441
PB,27/04/2021,2364
PB,28/04/2021,13917
PB,29/04/2021,1545
PB,30/04/2021,18467
PB,01/05/2021,9794
PB,02/05/2021,1816
PB,03/05/2021,17761
PB,04/05/2021,18233
PB,05/05/2021,2159
PB,06/05/2021,16601
PB,07/05/2021,13521
PB,08/05/2021,4488
PB,09/05/2021,215
PB,10/05/2021,1458
PB,11/05/2021,142
PB,12/05/2021,16896
PB,13/05/2021,14103
PB,14/05/2021,10211
PB,15/05/2021,3306
PB,16/05/2021,4517
PB,17/05/2021,8785
PB,18/05/2021,14521
PB,19/05/2021,20815
PB,20/05/2021,24206
PB,21/05/2021,13383
PB,22/05/2021,4206
PB,23/05/2021,438
PB,24/05/2021,7432
PB,25/05/2021,8912
PB,26/05/2021,9064
PB,27/05/2021,9065
PB,28/05/2021,13839
PB,29/05/2021,4367
PB,30/05/2021,3144
PB,31/05/2021,13419
PB,01/06/2021,16657
PB,02/06/2021,19132
PB,03/06/2021,18946
PB,04/06/2021,25114
PB,05/06/2021,863
PB,06/06/2021,489
PB,07/06/2021,22885
PB,08/06/2021,20613
PB,09/06/2021,25179
PB,10/06/2021,2915
PB,11/06/2021,23803
PB,12/06/2021,4329
PB,13/06/2021,724
PB,14/06/2021,15728
PB,15/06/2021,14114
PB,16/06/2021,14361
PB,17/06/2021,10719
PB,18/06/2021,7979
PB,19/06/2021,6745
PB,20/06/2021,3854
PB,21/06/2021,11285
PB,22/06/2021,11248
PB,23/06/2021,6239
PB,24/06/2021,1594
PB,25/06/2021,133
PE,17/01/2021,17
PE,18/01/2021,34
PE,19/01/2021,3056
PE,20/01/2021,11294
PE,21/01/2021,14205
PE,22/01/2021,10944
PE,23/01/2021,2672
PE,24/01/2021,1331
PE,25/01/2021,8241
PE,26/01/2021,8668
PE,27/01/2021,12769
PE,28/01/2021,21316
PE,29/01/2021,19083
PE,30/01/2021,4925
PE,31/01/2021,2316
PE,01/02/2021,1371
PE,02/02/2021,12885
PE,03/02/2021,13633
PE,04/02/2021,12322
PE,05/02/2021,10772
PE,06/02/2021,178
PE,07/02/2021,530
PE,08/02/2021,9324
PE,09/02/2021,12663
PE,10/02/2021,16574
PE,11/02/2021,18561
PE,12/02/2021,14025
PE,13/02/2021,3057
PE,14/02/2021,3642
PE,15/02/2021,12001
PE,16/02/2021,10795
PE,17/02/2021,11326
PE,18/02/2021,15347
PE,19/02/2021,12216
PE,20/02/2021,2292
PE,21/02/2021,2343
PE,22/02/2021,10967
PE,23/02/2021,11144
PE,24/02/2021,8831
PE,25/02/2021,10607
PE,26/02/2021,16464
PE,27/02/2021,663
PE,28/02/2021,5362
PE,01/03/2021,17435
PE,02/03/2021,21029
PE,03/03/2021,20486
PE,04/03/2021,20016
PE,05/03/2021,19304
PE,06/03/2021,91
PE,07/03/2021,6913
PE,08/03/2021,16184
PE,09/03/2021,16027
PE,10/03/2021,14983
PE,11/03/2021,17758
PE,12/03/2021,17232
PE,13/03/2021,7991
PE,14/03/2021,6618
PE,15/03/2021,17178
PE,16/03/2021,1643
PE,17/03/2021,14243
PE,18/03/2021,21988
PE,19/03/2021,19696
PE,20/03/2021,9998
PE,21/03/2021,4039
PE,22/03/2021,35046
PE,23/03/2021,4361
PE,24/03/2021,48786
PE,25/03/2021,4563
PE,26/03/2021,39492
PE,27/03/2021,21462
PE,28/03/2021,10542
PE,29/03/2021,52572
PE,30/03/2021,57515
PE,31/03/2021,44969
PE,01/04/2021,2206
PE,02/04/2021,10676
PE,03/04/2021,15347
PE,04/04/2021,935
PE,05/04/2021,41847
PE,06/04/2021,41498
PE,07/04/2021,3841
PE,08/04/2021,38893
PE,09/04/2021,32983
PE,10/04/2021,18381
PE,11/04/2021,7607
PE,12/04/2021,36827
PE,13/04/2021,37799
PE,14/04/2021,33579
PE,15/04/2021,35196
PE,16/04/2021,31652
PE,17/04/2021,18147
PE,18/04/2021,7967
PE,19/04/2021,53493
PE,20/04/2021,63315
PE,21/04/2021,20485
PE,22/04/2021,55731
PE,23/04/2021,4047
PE,24/04/2021,17417
PE,25/04/2021,9138
PE,26/04/2021,42614
PE,27/04/2021,47149
PE,28/04/2021,39561
PE,29/04/2021,30623
PE,30/04/2021,24498
PE,01/05/2021,9611
PE,02/05/2021,6208
PE,03/05/2021,26834
PE,04/05/2021,30217
PE,05/05/2021,27195
PE,06/05/2021,26449
PE,07/05/2021,24733
PE,08/05/2021,12117
PE,09/05/2021,4684
PE,10/05/2021,27123
PE,11/05/2021,28788
PE,12/05/2021,27724
PE,13/05/2021,19697
PE,14/05/2021,23046
PE,15/05/2021,17176
PE,16/05/2021,9653
PE,17/05/2021,28608
PE,18/05/2021,2765
PE,19/05/2021,2397
PE,20/05/2021,27519
PE,21/05/2021,26562
PE,22/05/2021,15904
PE,23/05/2021,7552
PE,24/05/2021,25337
PE,25/05/2021,29498
PE,26/05/2021,31057
PE,27/05/2021,29609
PE,28/05/2021,29342
PE,29/05/2021,14649
PE,30/05/2021,7489
PE,31/05/2021,29073
PE,01/06/2021,43631
PE,02/06/2021,51839
PE,03/06/2021,22387
PE,04/06/2021,3731
PE,05/06/2021,22287
PE,06/06/2021,5365
PE,07/06/2021,51055
PE,08/06/2021,51351
PE,09/06/2021,50848
PE,10/06/2021,4733
PE,11/06/2021,44622
PE,12/06/2021,17562
PE,13/06/2021,7066
PE,14/06/2021,468
PE,15/06/2021,49398
PE,16/06/2021,42822
PE,17/06/2021,36642
PE,18/06/2021,30971
PE,19/06/2021,22569
PE,20/06/2021,7174
PE,21/06/2021,25769
PE,22/06/2021,22046
PE,23/06/2021,11068
PE,24/06/2021,306
PE,25/06/2021,4153
PI,17/01/2021,18
PI,18/01/2021,15
PI,19/01/2021,947
PI,20/01/2021,4673
PI,21/01/2021,4796
PI,22/01/2021,3387
PI,23/01/2021,239
PI,24/01/2021,131
PI,25/01/2021,3032
PI,26/01/2021,4666
PI,27/01/2021,6301
PI,28/01/2021,6175
PI,29/01/2021,4618
PI,30/01/2021,266
PI,31/01/2021,13
PI,01/02/2021,3358
PI,02/02/2021,2355
PI,03/02/2021,234
PI,04/02/2021,1808
PI,05/02/2021,1449
PI,06/02/2021,29
PI,07/02/2021,4
PI,08/02/2021,1227
PI,09/02/2021,3087
PI,10/02/2021,3353
PI,11/02/2021,452
PI,12/02/2021,4545
PI,13/02/2021,282
PI,14/02/2021,36
PI,15/02/2021,2883
PI,16/02/2021,2431
PI,17/02/2021,4126
PI,18/02/2021,6074
PI,19/02/2021,3848
PI,20/02/2021,138
PI,21/02/2021,12
PI,22/02/2021,2807
PI,23/02/2021,2464
PI,24/02/2021,2126
PI,25/02/2021,2107
PI,26/02/2021,2827
PI,27/02/2021,218
PI,28/02/2021,1026
PI,01/03/2021,341
PI,02/03/2021,4825
PI,03/03/2021,529
PI,04/03/2021,478
PI,05/03/2021,6299
PI,06/03/2021,4337
PI,07/03/2021,94
PI,08/03/2021,5543
PI,09/03/2021,7075
PI,10/03/2021,6504
PI,11/03/2021,5972
PI,12/03/2021,6732
PI,13/03/2021,171
PI,14/03/2021,166
PI,15/03/2021,4289
PI,16/03/2021,5555
PI,17/03/2021,5015
PI,18/03/2021,2058
PI,19/03/2021,4884
PI,20/03/2021,416
PI,21/03/2021,418
PI,22/03/2021,6509
PI,23/03/2021,15884
PI,24/03/2021,19818
PI,25/03/2021,26247
PI,26/03/2021,13654
PI,27/03/2021,6863
PI,28/03/2021,548
PI,29/03/2021,20169
PI,30/03/2021,26798
PI,31/03/2021,19793
PI,01/04/2021,10242
PI,02/04/2021,234
PI,03/04/2021,2374
PI,04/04/2021,1671
PI,05/04/2021,9959
PI,06/04/2021,12323
PI,07/04/2021,13766
PI,08/04/2021,9744
PI,09/04/2021,9524
PI,10/04/2021,1364
PI,11/04/2021,5502
PI,12/04/2021,8032
PI,13/04/2021,12818
PI,14/04/2021,12081
PI,15/04/2021,13046
PI,16/04/2021,10132
PI,17/04/2021,9216
PI,18/04/2021,6128
PI,19/04/2021,15963
PI,20/04/2021,25619
PI,21/04/2021,12905
PI,22/04/2021,22541
PI,23/04/2021,15437
PI,24/04/2021,7071
PI,25/04/2021,628
PI,26/04/2021,17725
PI,27/04/2021,22697
PI,28/04/2021,19762
PI,29/04/2021,13117
PI,30/04/2021,673
PI,01/05/2021,1067
PI,02/05/2021,6248
PI,03/05/2021,14952
PI,04/05/2021,20991
PI,05/05/2021,24072
PI,06/05/2021,13399
PI,07/05/2021,12338
PI,08/05/2021,3404
PI,09/05/2021,950
PI,10/05/2021,8345
PI,11/05/2021,10733
PI,12/05/2021,10692
PI,13/05/2021,10664
PI,14/05/2021,8094
PI,15/05/2021,7745
PI,16/05/2021,1088
PI,17/05/2021,8865
PI,18/05/2021,13202
PI,19/05/2021,12683
PI,20/05/2021,11187
PI,21/05/2021,10988
PI,22/05/2021,4121
PI,23/05/2021,2182
PI,24/05/2021,8179
PI,25/05/2021,9934
PI,26/05/2021,10542
PI,27/05/2021,9403
PI,28/05/2021,9983
PI,29/05/2021,1318
PI,30/05/2021,788
PI,31/05/2021,836
PI,01/06/2021,12218
PI,02/06/2021,13375
PI,03/06/2021,1044
PI,04/06/2021,10602
PI,05/06/2021,9806
PI,06/06/2021,436
PI,07/06/2021,17187
PI,08/06/2021,17422
PI,09/06/2021,18316
PI,10/06/2021,19067
PI,11/06/2021,1901
PI,12/06/2021,13079
PI,13/06/2021,561
PI,14/06/2021,17759
PI,15/06/2021,25063
PI,16/06/2021,17592
PI,17/06/2021,16473
PI,18/06/2021,14001
PI,19/06/2021,3741
PI,20/06/2021,1255
PI,21/06/2021,8787
PI,22/06/2021,14532
PI,23/06/2021,14929
PI,24/06/2021,11487
PI,25/06/2021,4882
PR,17/01/2021,12
PR,18/01/2021,30
PR,19/01/2021,1996
PR,20/01/2021,25455
PR,21/01/2021,23007
PR,22/01/2021,1354
PR,23/01/2021,2507
PR,24/01/2021,970
PR,25/01/2021,17198
PR,26/01/2021,18952
PR,27/01/2021,16454
PR,28/01/2021,15379
PR,29/01/2021,14249
PR,30/01/2021,4379
PR,31/01/2021,643
PR,01/02/2021,7944
PR,02/02/2021,7995
PR,03/02/2021,8572
PR,04/02/2021,7413
PR,05/02/2021,7516
PR,06/02/2021,243
PR,07/02/2021,5
PR,08/02/2021,4922
PR,09/02/2021,10592
PR,10/02/2021,1251
PR,11/02/2021,11562
PR,12/02/2021,17846
PR,13/02/2021,6464
PR,14/02/2021,354
PR,15/02/2021,1633
PR,16/02/2021,11241
PR,17/02/2021,22397
PR,18/02/2021,22281
PR,19/02/2021,19287
PR,20/02/2021,2128
PR,21/02/2021,60
PR,22/02/2021,11601
PR,23/02/2021,10407
PR,24/02/2021,8034
PR,25/02/2021,6426
PR,26/02/2021,13218
PR,27/02/2021,7787
PR,28/02/2021,1967
PR,01/03/2021,22416
PR,02/03/2021,25485
PR,03/03/2021,24079
PR,04/03/2021,20888
PR,05/03/2021,24139
PR,06/03/2021,13398
PR,07/03/2021,1418
PR,08/03/2021,29221
PR,09/03/2021,24847
PR,10/03/2021,19305
PR,11/03/2021,17578
PR,12/03/2021,29517
PR,13/03/2021,9535
PR,14/03/2021,1658
PR,15/03/2021,26176
PR,16/03/2021,22567
PR,17/03/2021,15064
PR,18/03/2021,13686
PR,19/03/2021,24284
PR,20/03/2021,21451
PR,21/03/2021,1833
PR,22/03/2021,30403
PR,23/03/2021,3865
PR,24/03/2021,62872
PR,25/03/2021,73094
PR,26/03/2021,62006
PR,27/03/2021,839
PR,28/03/2021,45407
PR,29/03/2021,75434
PR,30/03/2021,79725
PR,31/03/2021,55011
PR,01/04/2021,43358
PR,02/04/2021,8818
PR,03/04/2021,19741
PR,04/04/2021,1658
PR,05/04/2021,31534
PR,06/04/2021,32287
PR,07/04/2021,23542
PR,08/04/2021,19008
PR,09/04/2021,33022
PR,10/04/2021,38659
PR,11/04/2021,8279
PR,12/04/2021,45016
PR,13/04/2021,38922
PR,14/04/2021,34351
PR,15/04/2021,3357
PR,16/04/2021,51172
PR,17/04/2021,62692
PR,18/04/2021,2687
PR,19/04/2021,113519
PR,20/04/2021,111051
PR,21/04/2021,32369
PR,22/04/2021,175947
PR,23/04/2021,101901
PR,24/04/2021,60692
PR,25/04/2021,29376
PR,26/04/2021,10514
PR,27/04/2021,74966
PR,28/04/2021,4533
PR,29/04/2021,35309
PR,30/04/2021,29844
PR,01/05/2021,27428
PR,02/05/2021,25737
PR,03/05/2021,7149
PR,04/05/2021,68605
PR,05/05/2021,56981
PR,06/05/2021,32315
PR,07/05/2021,35564
PR,08/05/2021,18268
PR,09/05/2021,303
PR,10/05/2021,30654
PR,11/05/2021,30837
PR,12/05/2021,28579
PR,13/05/2021,42207
PR,14/05/2021,39544
PR,15/05/2021,13691
PR,16/05/2021,619
PR,17/05/2021,34878
PR,18/05/2021,33809
PR,19/05/2021,44293
PR,20/05/2021,53661
PR,21/05/2021,49061
PR,22/05/2021,15283
PR,23/05/2021,2029
PR,24/05/2021,41961
PR,25/05/2021,50827
PR,26/05/2021,43448
PR,27/05/2021,48458
PR,28/05/2021,436
PR,29/05/2021,14981
PR,30/05/2021,4409
PR,31/05/2021,4941
PR,01/06/2021,66505
PR,02/06/2021,74762
PR,03/06/2021,12822
PR,04/06/2021,40604
PR,05/06/2021,48961
PR,06/06/2021,6829
PR,07/06/2021,82796
PR,08/06/2021,96105
PR,09/06/2021,86898
PR,10/06/2021,79675
PR,11/06/2021,80796
PR,12/06/2021,66563
PR,13/06/2021,10694
PR,14/06/2021,80277
PR,15/06/2021,102523
PR,16/06/2021,115001
PR,17/06/2021,8655
PR,18/06/2021,78488
PR,19/06/2021,36939
PR,20/06/2021,22664
PR,21/06/2021,7559
PR,22/06/2021,68
PR,23/06/2021,43748
PR,24/06/2021,25263
PR,25/06/2021,8614
RJ,17/01/2021,50
RJ,18/01/2021,130
RJ,19/01/2021,3143
RJ,20/01/2021,51594
RJ,21/01/2021,3023
RJ,22/01/2021,25885
RJ,23/01/2021,5852
RJ,24/01/2021,1834
RJ,25/01/2021,17175
RJ,26/01/2021,22891
RJ,27/01/2021,33529
RJ,28/01/2021,29102
RJ,29/01/2021,21683
RJ,30/01/2021,2571
RJ,31/01/2021,230
RJ,01/02/2021,15425
RJ,02/02/2021,17127
RJ,03/02/2021,18995
RJ,04/02/2021,19878
RJ,05/02/2021,24127
RJ,06/02/2021,4597
RJ,07/02/2021,75
RJ,08/02/2021,20572
RJ,09/02/2021,22661
RJ,10/02/2021,29521
RJ,11/02/2021,34084
RJ,12/02/2021,33586
RJ,13/02/2021,7032
RJ,14/02/2021,620
RJ,15/02/2021,22715
RJ,16/02/2021,45652
RJ,17/02/2021,23225
RJ,18/02/2021,34276
RJ,19/02/2021,23614
RJ,20/02/2021,2859
RJ,21/02/2021,1065
RJ,22/02/2021,18113
RJ,23/02/2021,21089
RJ,24/02/2021,18503
RJ,25/02/2021,33677
RJ,26/02/2021,36987
RJ,27/02/2021,31119
RJ,28/02/2021,280
RJ,01/03/2021,36888
RJ,02/03/2021,29999
RJ,03/03/2021,28506
RJ,04/03/2021,45444
RJ,05/03/2021,43445
RJ,06/03/2021,10512
RJ,07/03/2021,241
RJ,08/03/2021,47649
RJ,09/03/2021,30121
RJ,10/03/2021,48834
RJ,11/03/2021,40702
RJ,12/03/2021,37254
RJ,13/03/2021,10026
RJ,14/03/2021,182
RJ,15/03/2021,36194
RJ,16/03/2021,37685
RJ,17/03/2021,21151
RJ,18/03/2021,41655
RJ,19/03/2021,37238
RJ,20/03/2021,12083
RJ,21/03/2021,1188
RJ,22/03/2021,49326
RJ,23/03/2021,49577
RJ,24/03/2021,69996
RJ,25/03/2021,7063
RJ,26/03/2021,6649
RJ,27/03/2021,49449
RJ,28/03/2021,7455
RJ,29/03/2021,93724
RJ,30/03/2021,93633
RJ,31/03/2021,107314
RJ,01/04/2021,97762
RJ,02/04/2021,66599
RJ,03/04/2021,4128
RJ,04/04/2021,4683
RJ,05/04/2021,116926
RJ,06/04/2021,8478
RJ,07/04/2021,113538
RJ,08/04/2021,8305
RJ,09/04/2021,93883
RJ,10/04/2021,63114
RJ,11/04/2021,10877
RJ,12/04/2021,96257
RJ,13/04/2021,87039
RJ,14/04/2021,79196
RJ,15/04/2021,112482
RJ,16/04/2021,107446
RJ,17/04/2021,45787
RJ,18/04/2021,374
RJ,19/04/2021,140222
RJ,20/04/2021,126078
RJ,21/04/2021,86973
RJ,22/04/2021,117028
RJ,23/04/2021,90297
RJ,24/04/2021,54666
RJ,25/04/2021,627
RJ,26/04/2021,132899
RJ,27/04/2021,133565
RJ,28/04/2021,132966
RJ,29/04/2021,122372
RJ,30/04/2021,107135
RJ,01/05/2021,35052
RJ,02/05/2021,712
RJ,03/05/2021,802
RJ,04/05/2021,88926
RJ,05/05/2021,76019
RJ,06/05/2021,74771
RJ,07/05/2021,66046
RJ,08/05/2021,70371
RJ,09/05/2021,322
RJ,10/05/2021,60068
RJ,11/05/2021,72552
RJ,12/05/2021,61044
RJ,13/05/2021,61927
RJ,14/05/2021,95231
RJ,15/05/2021,41188
RJ,16/05/2021,11066
RJ,17/05/2021,68998
RJ,18/05/2021,73243
RJ,19/05/2021,76668
RJ,20/05/2021,66403
RJ,21/05/2021,82725
RJ,22/05/2021,45848
RJ,23/05/2021,101
RJ,24/05/2021,76779
RJ,25/05/2021,74885
RJ,26/05/2021,7697
RJ,27/05/2021,71709
RJ,28/05/2021,67159
RJ,29/05/2021,48884
RJ,30/05/2021,422
RJ,31/05/2021,42943
RJ,01/06/2021,54645
RJ,02/06/2021,54583
RJ,03/06/2021,21501
RJ,04/06/2021,35335
RJ,05/06/2021,34914
RJ,06/06/2021,283
RJ,07/06/2021,6168
RJ,08/06/2021,62768
RJ,09/06/2021,83889
RJ,10/06/2021,52686
RJ,11/06/2021,47973
RJ,12/06/2021,43875
RJ,13/06/2021,154
RJ,14/06/2021,58151
RJ,15/06/2021,64556
RJ,16/06/2021,58318
RJ,17/06/2021,59996
RJ,18/06/2021,55867
RJ,19/06/2021,36867
RJ,20/06/2021,5946
RJ,21/06/2021,4508
RJ,22/06/2021,39725
RJ,23/06/2021,49085
RJ,24/06/2021,33038
RJ,25/06/2021,21983
RN,17/01/2021,50
RN,18/01/2021,2
RN,19/01/2021,112
RN,20/01/2021,9238
RN,21/01/2021,9183
RN,22/01/2021,5841
RN,23/01/2021,223
RN,24/01/2021,565
RN,25/01/2021,3118
RN,26/01/2021,3563
RN,27/01/2021,5614
RN,28/01/2021,8324
RN,29/01/2021,766
RN,30/01/2021,74
RN,31/01/2021,6
RN,01/02/2021,5121
RN,02/02/2021,3701
RN,03/02/2021,2747
RN,04/02/2021,1311
RN,05/02/2021,2106
RN,06/02/2021,50
RN,07/02/2021,16
RN,08/02/2021,836
RN,09/02/2021,1433
RN,10/02/2021,6086
RN,11/02/2021,8578
RN,12/02/2021,6438
RN,13/02/2021,183
RN,14/02/2021,29
RN,15/02/2021,2031
RN,16/02/2021,2385
RN,17/02/2021,5081
RN,18/02/2021,8255
RN,19/02/2021,5443
RN,20/02/2021,178
RN,21/02/2021,28
RN,22/02/2021,5267
RN,23/02/2021,3865
RN,24/02/2021,3029
RN,25/02/2021,2699
RN,26/02/2021,2553
RN,27/02/2021,228
RN,28/02/2021,61
RN,01/03/2021,6706
RN,02/03/2021,8072
RN,03/03/2021,11126
RN,04/03/2021,9021
RN,05/03/2021,576
RN,06/03/2021,690
RN,07/03/2021,56
RN,08/03/2021,6431
RN,09/03/2021,7751
RN,10/03/2021,10249
RN,11/03/2021,8171
RN,12/03/2021,4167
RN,13/03/2021,620
RN,14/03/2021,1336
RN,15/03/2021,8986
RN,16/03/2021,8478
RN,17/03/2021,7504
RN,18/03/2021,57
RN,19/03/2021,4344
RN,20/03/2021,2237
RN,21/03/2021,798
RN,22/03/2021,8381
RN,23/03/2021,14499
RN,24/03/2021,20982
RN,25/03/2021,25263
RN,26/03/2021,18701
RN,27/03/2021,10868
RN,28/03/2021,7007
RN,29/03/2021,25566
RN,30/03/2021,34221
RN,31/03/2021,29447
RN,01/04/2021,8387
RN,02/04/2021,3958
RN,03/04/2021,6887
RN,04/04/2021,5971
RN,05/04/2021,21928
RN,06/04/2021,1843
RN,07/04/2021,18394
RN,08/04/2021,14911
RN,09/04/2021,10007
RN,10/04/2021,8691
RN,11/04/2021,4347
RN,12/04/2021,12059
RN,13/04/2021,12178
RN,14/04/2021,12343
RN,15/04/2021,10745
RN,16/04/2021,6676
RN,17/04/2021,11451
RN,18/04/2021,6625
RN,19/04/2021,12817
RN,20/04/2021,24344
RN,21/04/2021,7022
RN,22/04/2021,22964
RN,23/04/2021,14634
RN,24/04/2021,8086
RN,25/04/2021,4691
RN,26/04/2021,21537
RN,27/04/2021,21433
RN,28/04/2021,1421
RN,29/04/2021,13549
RN,30/04/2021,7745
RN,01/05/2021,1899
RN,02/05/2021,176
RN,03/05/2021,10071
RN,04/05/2021,13468
RN,05/05/2021,13785
RN,06/05/2021,12451
RN,07/05/2021,9131
RN,08/05/2021,3283
RN,09/05/2021,198
RN,10/05/2021,15103
RN,11/05/2021,12111
RN,12/05/2021,11286
RN,13/05/2021,7725
RN,14/05/2021,19036
RN,15/05/2021,145
RN,16/05/2021,4979
RN,17/05/2021,18619
RN,18/05/2021,29683
RN,19/05/2021,2874
RN,20/05/2021,20771
RN,21/05/2021,16421
RN,22/05/2021,7044
RN,23/05/2021,1257
RN,24/05/2021,13884
RN,25/05/2021,12687
RN,26/05/2021,13064
RN,27/05/2021,1183
RN,28/05/2021,16577
RN,29/05/2021,4311
RN,30/05/2021,1133
RN,31/05/2021,13931
RN,01/06/2021,16902
RN,02/06/2021,18864
RN,03/06/2021,3769
RN,04/06/2021,805
RN,05/06/2021,5455
RN,06/06/2021,4008
RN,07/06/2021,17412
RN,08/06/2021,2357
RN,09/06/2021,18916
RN,10/06/2021,18436
RN,11/06/2021,16593
RN,12/06/2021,22151
RN,13/06/2021,4136
RN,14/06/2021,21792
RN,15/06/2021,27315
RN,16/06/2021,30557
RN,17/06/2021,24049
RN,18/06/2021,146
RN,19/06/2021,6872
RN,20/06/2021,3473
RN,21/06/2021,16331
RN,22/06/2021,18627
RN,23/06/2021,10373
RN,24/06/2021,4905
RN,25/06/2021,2079
RO,17/01/2021,5
RO,18/01/2021,4
RO,19/01/2021,231
RO,20/01/2021,1348
RO,21/01/2021,327
RO,22/01/2021,2143
RO,23/01/2021,848
RO,24/01/2021,436
RO,25/01/2021,1193
RO,26/01/2021,166
RO,27/01/2021,1864
RO,28/01/2021,1828
RO,29/01/2021,1803
RO,30/01/2021,1293
RO,31/01/2021,363
RO,01/02/2021,142
RO,02/02/2021,2133
RO,03/02/2021,2504
RO,04/02/2021,3642
RO,05/02/2021,2643
RO,06/02/2021,270
RO,07/02/2021,31
RO,08/02/2021,869
RO,09/02/2021,1745
RO,10/02/2021,1827
RO,11/02/2021,2181
RO,12/02/2021,2704
RO,13/02/2021,623
RO,14/02/2021,52
RO,15/02/2021,1745
RO,16/02/2021,857
RO,17/02/2021,3129
RO,18/02/2021,3878
RO,19/02/2021,2785
RO,20/02/2021,867
RO,21/02/2021,465
RO,22/02/2021,2982
RO,23/02/2021,2861
RO,24/02/2021,3043
RO,25/02/2021,1797
RO,26/02/2021,1045
RO,27/02/2021,385
RO,28/02/2021,245
RO,01/03/2021,1013
RO,02/03/2021,1894
RO,03/03/2021,2264
RO,04/03/2021,1939
RO,05/03/2021,1998
RO,06/03/2021,418
RO,07/03/2021,135
RO,08/03/2021,1165
RO,09/03/2021,2061
RO,10/03/2021,2322
RO,11/03/2021,349
